id	label	sublabel	description	x	y	cluster	weight<total count>	score<average pub year>	weight<2010~2012 Peoples R China count>	weight<2010~2012 USA count>	weight<2017~2019 Peoples R China count>	weight<2017~2019 USA count>	score<USA ratio for 2010~2012>	score<USA ratio for 2017~2019>	weight<default>
1167	1167	optical frequency comb; trapped ion; dual comb spectroscopy; mu m; ion	<table><tr><td>Micro-level field:</td><td>1167</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>physical review a; conference on lasers and electro-optics; physical review letters; optics letters; optics express</td></tr><tr><td>Terms:</td><td>optical frequency comb; trapped ion; dual comb spectroscopy; mu m; ion</td></tr></table>	1.0205	-0.3479	3	10086	2012.1335	121	307	326	395	0.717289719626168	0.547850208044383	10
1168	1168	ecstasy; mephedrone; mdma; new psychoactive substance; synthetic cathinone	<table><tr><td>Micro-level field:</td><td>1168</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>psychopharmacology; forensic science international; drug testing and analysis; journal of psychopharmacology; drug and alcohol dependence</td></tr><tr><td>Terms:</td><td>ecstasy; mephedrone; mdma; new psychoactive substance; synthetic cathinone</td></tr></table>	-0.7058	0.0403	2	10080	2012.4383	16	535	125	694	0.970961887477314	0.847374847374847	10
1169	1169	turbidity current; submarine landslide; soft sediment deformation structure; okavango delta; mass transport deposit	<table><tr><td>Micro-level field:</td><td>1169</td></tr><tr><td>Main fields:</td><td>Life and earth sciences</td></tr><tr><td>Sources:</td><td>marine and petroleum geology; sedimentary geology; journal of sedimentary research; sedimentology; marine geology</td></tr><tr><td>Terms:</td><td>turbidity current; submarine landslide; soft sediment deformation structure; okavango delta; mass transport deposit</td></tr></table>	0.3061	-0.0894	4	10073	2011.8764	98	365	408	495	0.788336933045356	0.548172757475083	10
1170	1170	europium complex; tta; lanthanide complex; eu3; beta diketonate	<table><tr><td>Micro-level field:</td><td>1170</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>journal of luminescence; inorganic chemistry; dalton transactions; journal of alloys and compounds; spectrochimica acta part a-molecular and biomolecular spectroscopy</td></tr><tr><td>Terms:</td><td>europium complex; tta; lanthanide complex; eu3; beta diketonate</td></tr></table>	0.3342	-0.6379	3	10070	2010.4097	671	129	490	119	0.16125	0.195402298850575	10
1171	1171	electronic health record; biomedical literature; gene; snomed ct; literature	<table><tr><td>Micro-level field:</td><td>1171</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science; Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>studies in health technology and informatics; lecture notes in computer science; journal of biomedical informatics; journal of the american medical informatics association; bmc bioinformatics</td></tr><tr><td>Terms:</td><td>electronic health record; biomedical literature; gene; snomed ct; literature</td></tr></table>	-0.1307	0.3998	5	10067	2012.9542	71	503	279	681	0.876306620209059	0.709375	10
1172	1172	mems gyroscope; thermoelastic damping; squeeze film damping; mems resonator; mems accelerometer	<table><tr><td>Micro-level field:</td><td>1172</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering; Mathematics and computer science</td></tr><tr><td>Sources:</td><td>proceedings ieee micro electro mechanical systems; sensors and actuators a-physical; journal of microelectromechanical systems; proceedings of spie; journal of micromechanics and microengineering</td></tr><tr><td>Terms:</td><td>mems gyroscope; thermoelastic damping; squeeze film damping; mems resonator; mems accelerometer</td></tr></table>	0.8754	-0.2726	3	10062	2011.6664	176	155	429	158	0.468277945619335	0.269165247018739	10
1173	1173	chronic lymphocytic leukemia; hairy cell leukemia; cll; waldenstrom; waldenstrom macroglobulinemia	<table><tr><td>Micro-level field:</td><td>1173</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>blood; leukemia & lymphoma; british journal of haematology; leukemia; haematologica</td></tr><tr><td>Terms:</td><td>chronic lymphocytic leukemia; hairy cell leukemia; cll; waldenstrom; waldenstrom macroglobulinemia</td></tr></table>	-0.9054	-0.2271	2	10061	2011.8928	27	493	160	688	0.948076923076923	0.811320754716981	10
1174	1174	lynch syndrome; mlh1; mismatch repair; familial adenomatous polyposis; msh2	<table><tr><td>Micro-level field:</td><td>1174</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>familial cancer; international journal of cancer; cancer research; gastroenterology; plos one</td></tr><tr><td>Terms:</td><td>lynch syndrome; mlh1; mismatch repair; familial adenomatous polyposis; msh2</td></tr></table>	-0.9234	-0.1938	2	10057	2009.814	80	422	156	434	0.840637450199203	0.735593220338983	10
1175	1175	ecg signal; electrocardiogram signal; atrial fibrillation; myocardial infarction; ecg	<table><tr><td>Micro-level field:</td><td>1175</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science; Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>ieee engineering in medicine and biology society conference proceedings; computing in cardiology conference; computers in cardiology series; proceedings of annual international conference of the ieee engineering in medicine and biology society; journal of electrocardiology</td></tr><tr><td>Terms:</td><td>ecg signal; electrocardiogram signal; atrial fibrillation; myocardial infarction; ecg</td></tr></table>	0.4135	0.4319	5	10056	2012.7398	35	103	245	205	0.746376811594203	0.455555555555556	10
1176	1176	hyperthermia; high intensity; thermal therapy; ultrasound surgery; temperature distribution	<table><tr><td>Micro-level field:</td><td>1176</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences; Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>international journal of hyperthermia; aip conference proceedings; ultrasound in medicine and biology; proceedings of spie; physics in medicine and biology</td></tr><tr><td>Terms:</td><td>hyperthermia; high intensity; thermal therapy; ultrasound surgery; temperature distribution</td></tr></table>	-0.5268	-0.1282	2	10055	2011.2591	152	377	210	458	0.712665406427221	0.68562874251497	10
1177	1177	ocular drug delivery; oral insulin delivery; eye; peptide transporter; pept1	<table><tr><td>Micro-level field:</td><td>1177</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>international journal of pharmaceutics; journal of controlled release; european journal of pharmaceutics and biopharmaceutics; journal of pharmaceutical sciences; european journal of pharmaceutical sciences</td></tr><tr><td>Terms:</td><td>ocular drug delivery; oral insulin delivery; eye; peptide transporter; pept1</td></tr></table>	-0.521	-0.3604	2	10054	2012.1451	164	274	388	348	0.625570776255708	0.472826086956522	10
1178	1178	oribatida; acari; oligochaeta; collembola; earthworm	<table><tr><td>Micro-level field:</td><td>1178</td></tr><tr><td>Main fields:</td><td>Life and earth sciences</td></tr><tr><td>Sources:</td><td>applied soil ecology; soil biology & biochemistry; pedobiologia; european journal of soil biology; zootaxa</td></tr><tr><td>Terms:</td><td>oribatida; acari; oligochaeta; collembola; earthworm</td></tr></table>	-0.1943	-0.1957	4	10052	2011.3944	132	196	306	231	0.597560975609756	0.430167597765363	10
1179	1179	potential game; congestion game; nash equilibria; anarchy; security game	<table><tr><td>Micro-level field:</td><td>1179</td></tr><tr><td>Main fields:</td><td>Social sciences and humanities; Mathematics and computer science</td></tr><tr><td>Sources:</td><td>games and economic behavior; lecture notes in computer science; journal of economic theory; economic theory; journal of mathematical economics</td></tr><tr><td>Terms:</td><td>potential game; congestion game; nash equilibria; anarchy; security game</td></tr></table>	0.4396	0.6678	1	10046	2011.4485	57	481	133	438	0.894052044609665	0.76707530647986	10
1180	1180	depressive symptom; depression; self care; chronic illness; diabetes self management education	<table><tr><td>Micro-level field:</td><td>1180</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>diabetes educator; diabetes care; diabetic medicine; patient education and counseling; diabetes research and clinical practice</td></tr><tr><td>Terms:</td><td>depressive symptom; depression; self care; chronic illness; diabetes self management education</td></tr></table>	-0.6358	0.4129	2	10043	2012.973	31	730	147	832	0.959264126149803	0.849846782431052	10
1181	1181	crispr cas9; genome editing; application; generation; gene	<table><tr><td>Micro-level field:</td><td>1181</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences; Life and earth sciences</td></tr><tr><td>Sources:</td><td>nucleic acids research; scientific reports; plos one; nature communications; nature biotechnology</td></tr><tr><td>Terms:</td><td>crispr cas9; genome editing; application; generation; gene</td></tr></table>	-0.6902	-0.2356	2	10041	2016.4114	26	259	1072	1785	0.908771929824561	0.624781239061953	10
1182	1182	body problem; optimal control problem; solar sail; satellite formation; relative motion	<table><tr><td>Micro-level field:</td><td>1182</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering; Mathematics and computer science</td></tr><tr><td>Sources:</td><td>advances in the astronautical sciences; journal of guidance control and dynamics; acta astronautica; journal of spacecraft and rockets; celestial mechanics & dynamical astronomy</td></tr><tr><td>Terms:</td><td>body problem; optimal control problem; solar sail; satellite formation; relative motion</td></tr></table>	0.8384	0.2685	3	10039	2011.9918	176	265	549	292	0.600907029478458	0.347205707491082	10
1183	1183	hypereutectic al si; semi solid state; strontium; semi; semi solid processing	<table><tr><td>Micro-level field:</td><td>1183</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>materials science and engineering a-structural materials properties microstructure and processing; materials science forum; transactions of nonferrous metals society of china; journal of alloys and compounds; advanced materials research</td></tr><tr><td>Terms:</td><td>hypereutectic al si; semi solid state; strontium; semi; semi solid processing</td></tr></table>	0.7848	-0.3948	3	10022	2011.5373	373	82	620	109	0.18021978021978	0.149519890260631	10
1184	1184	monoethanolamine; mea; amine; piperazine; methyl	<table><tr><td>Micro-level field:</td><td>1184</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>energy procedia; international journal of greenhouse gas control; industrial & engineering chemistry research; journal of chemical and engineering data; chemical engineering science</td></tr><tr><td>Terms:</td><td>monoethanolamine; mea; amine; piperazine; methyl</td></tr></table>	0.4915	-0.4306	3	10016	2013.3134	196	156	540	222	0.443181818181818	0.291338582677165	10
1185	1185	district heating system; cchp system; heating; energy hub; cooling	<table><tr><td>Micro-level field:</td><td>1185</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>energy; applied energy; energy procedia; energies; energy conversion and management</td></tr><tr><td>Terms:</td><td>district heating system; cchp system; heating; energy hub; cooling</td></tr></table>	0.6914	0.1807	3	9990	2015.5334	56	79	746	319	0.585185185185185	0.299530516431925	10
1186	1186	hypertrophic obstructive cardiomyopathy; ventricular noncompaction; alcohol septal ablation; viral myocarditis; coxsackievirus	<table><tr><td>Micro-level field:</td><td>1186</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>international journal of cardiology; journal of the american college of cardiology; american journal of cardiology; circulation; heart</td></tr><tr><td>Terms:</td><td>hypertrophic obstructive cardiomyopathy; ventricular noncompaction; alcohol septal ablation; viral myocarditis; coxsackievirus</td></tr></table>	-0.9071	-0.0177	2	9983	2011.5631	87	418	295	486	0.827722772277228	0.622279129321383	10
1187	1187	sha; aes; block cipher; s box; stream cipher	<table><tr><td>Micro-level field:</td><td>1187</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science</td></tr><tr><td>Sources:</td><td>lecture notes in computer science; ieice transactions on fundamentals of electronics communications and computer sciences; designs codes and cryptography; security and communication networks; iet information security</td></tr><tr><td>Terms:</td><td>sha; aes; block cipher; s box; stream cipher</td></tr></table>	0.7785	0.5705	5	9980	2012.5105	77	47	284	94	0.379032258064516	0.248677248677249	10
